Date,Year,RANK,Country,Region,Happiness score,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
12/31/2016,2016,27,Czech Republic,Central and Eastern Europe,6.596,1.30915,,0.76376,0.41418,0.03986,0.09929
12/31/2016,2016,28,United Arab Emirates,Middle East and Northern Africa,6.573,1.57352,,0.72993,0.56215,0.35561,0.26591
12/31/2016,2016,29,Uruguay,Latin America and Caribbean,6.545,1.18157,,0.72183,0.54388,0.21394,0.18056
12/31/2016,2016,30,Malta,Western Europe,6.488,1.30782,,0.80315,0.54994,0.17554,0.56237
12/31/2016,2016,31,Colombia,Latin America and Caribbean,6.481,1.03032,,0.59659,0.44735,0.05399,0.15626
12/31/2016,2016,32,France,Western Europe,6.478,1.39488,,0.83795,0.46562,0.17808,0.1216
12/31/2016,2016,33,Thailand,Southeastern Asia,6.474,1.0893,,0.64915,0.49553,0.02833,0.58696
12/31/2016,2016,34,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,,0.59267,0.37904,0.30008,0.15457
12/31/2016,2016,34,Taiwan,Eastern Asia,6.379,1.39729,,0.79565,0.32377,0.0663,0.25495
12/31/2016,2016,36,Qatar,Middle East and Northern Africa,6.375,1.82427,,0.71723,0.56679,0.48049,0.32388
12/31/2016,2016,37,Spain,Western Europe,6.361,1.34253,,0.87896,0.37545,0.06137,0.17665
12/31/2016,2016,38,Algeria,Middle East and Northern Africa,6.355,1.05266,,0.61804,0.21006,0.16157,0.07044
12/31/2016,2016,39,Guatemala,Latin America and Caribbean,6.324,0.83454,,0.54039,0.50379,0.08701,0.28808
12/31/2016,2016,40,Suriname,Latin America and Caribbean,6.269,1.09686,,0.50933,0.52234,0.12692,0.16665
12/31/2016,2016,41,Kuwait,Middle East and Northern Africa,6.239,1.61714,,0.63569,0.43166,0.23669,0.15965
12/31/2016,2016,42,Bahrain,Middle East and Northern Africa,6.218,1.44024,,0.65696,0.47375,0.25772,0.17147
12/31/2016,2016,43,Trinidad and Tobago,Latin America and Caribbean,6.168,1.32572,,0.52608,0.48453,0.01241,0.31935
12/31/2016,2016,44,Venezuela,Latin America and Caribbean,6.084,1.13367,,0.61904,0.19847,0.08304,0.0425
12/31/2016,2016,45,Slovakia,Central and Eastern Europe,6.078,1.27973,,0.70367,0.23391,0.02947,0.13837
12/31/2016,2016,46,El Salvador,Latin America and Caribbean,6.068,0.8737,,0.596,0.37269,0.10613,0.08877
12/31/2016,2016,47,Malaysia,Southeastern Asia,6.005,1.25142,,0.62366,0.39031,0.09081,0.41474
12/31/2016,2016,48,Nicaragua,Latin America and Caribbean,5.992,0.69384,,0.65213,0.46582,0.16292,0.29773
12/31/2016,2016,49,Uzbekistan,Central and Eastern Europe,5.987,0.73591,,0.50163,0.60848,0.28333,0.34326
12/31/2016,2016,50,Italy,Western Europe,5.977,1.35495,,0.85102,0.18827,0.02556,0.16684
12/31/2016,2016,51,Ecuador,Latin America and Caribbean,5.976,0.97306,,0.68613,0.4027,0.18037,0.10074
12/31/2016,2016,52,Belize,Latin America and Caribbean,5.956,0.87616,,0.45569,0.51231,0.10771,0.23684
12/31/2016,2016,53,Japan,Eastern Asia,5.921,1.38007,,0.91491,0.46761,0.18985,0.10224
12/31/2016,2016,54,Kazakhstan,Central and Eastern Europe,5.919,1.22943,,0.57386,0.4052,0.11132,0.15011
12/31/2016,2016,55,Moldova,Central and Eastern Europe,5.897,0.69177,,0.52309,0.25202,0.01903,0.19997
12/31/2016,2016,56,Russia,Central and Eastern Europe,5.856,1.23228,,0.58991,0.32682,0.03586,0.02736
12/31/2016,2016,57,Poland,Central and Eastern Europe,5.835,1.24585,,0.69058,0.4519,0.055,0.14443
12/31/2016,2016,57,South Korea,Eastern Asia,5.835,1.35948,,0.88645,0.25168,0.07716,0.18824
12/31/2016,2016,59,Bolivia,Latin America and Caribbean,5.822,0.79422,,0.4697,0.50961,0.07746,0.21698
12/31/2016,2016,60,Lithuania,Central and Eastern Europe,5.813,1.2692,,0.64674,0.18929,0.0182,0.02025
12/31/2016,2016,61,Belarus,Central and Eastern Europe,5.802,1.13062,,0.63104,0.29091,0.17457,0.13942
12/31/2016,2016,62,North Cyprus,Western Europe,5.771,1.31141,,0.84142,0.43596,0.16578,0.26322
12/31/2016,2016,63,Slovenia,Central and Eastern Europe,5.768,1.29947,,0.79151,0.53164,0.03635,0.25738
12/31/2016,2016,64,Peru,Latin America and Caribbean,5.743,0.99602,,0.62994,0.37502,0.05292,0.14527
12/31/2016,2016,65,Turkmenistan,Central and Eastern Europe,5.658,1.08017,,0.44006,0.37408,0.28467,0.22567
12/31/2016,2016,66,Mauritius,Sub-Saharan Africa,5.648,1.14372,,0.66189,0.46145,0.05203,0.36951
12/31/2016,2016,67,Libya,Middle East and Northern Africa,5.615,1.06688,,0.52304,0.40672,0.10339,0.17087
12/31/2016,2016,68,Latvia,Central and Eastern Europe,5.56,1.21788,,0.63952,0.27996,0.0889,0.17445
12/31/2016,2016,69,Cyprus,Western Europe,5.546,1.31857,,0.8488,0.29507,0.05228,0.27906
12/31/2016,2016,70,Paraguay,Latin America and Caribbean,5.538,0.89373,,0.58295,0.46235,0.07396,0.25296
12/31/2016,2016,71,Romania,Central and Eastern Europe,5.528,1.1697,,0.67602,0.36712,0.00679,0.12889
12/31/2016,2016,72,Estonia,Central and Eastern Europe,5.517,1.27964,,0.68098,0.41511,0.18519,0.08423
12/31/2016,2016,73,Jamaica,Latin America and Caribbean,5.51,0.89333,,0.59469,0.43597,0.04294,0.22245
12/31/2016,2016,74,Croatia,Central and Eastern Europe,5.488,1.18649,,0.70524,0.23907,0.04002,0.18434
12/31/2016,2016,75,Hong Kong,Eastern Asia,5.458,1.5107,,0.95277,0.48079,0.31647,0.40097
12/31/2016,2016,76,Somalia,Sub-Saharan Africa,5.44,0,,0.11466,0.56778,0.3118,0.27225
12/31/2016,2016,77,Kosovo,Central and Eastern Europe,5.401,0.90145,,0.54,0.14396,0.06547,0.27992
12/31/2016,2016,78,Turkey,Middle East and Northern Africa,5.389,1.16492,,0.64718,0.23889,0.12348,0.04707
12/31/2016,2016,79,Indonesia,Southeastern Asia,5.314,0.95104,,0.49374,0.39237,0.00322,0.56521
12/31/2016,2016,80,Jordan,Middle East and Northern Africa,5.303,0.99673,,0.60712,0.36023,0.13297,0.14262
12/31/2016,2016,81,Azerbaijan,Central and Eastern Europe,5.291,1.12373,,0.54504,0.35327,0.17914,0.0564
12/31/2016,2016,82,Philippines,Southeastern Asia,5.279,0.81217,,0.47036,0.54854,0.11757,0.21674
12/31/2016,2016,83,China,Eastern Asia,5.245,1.0278,,0.73561,0.44012,0.02745,0.04959
12/31/2016,2016,84,Bhutan,Southern Asia,5.196,0.8527,,0.49759,0.46074,0.1616,0.48546
12/31/2016,2016,85,Kyrgyzstan,Central and Eastern Europe,5.185,0.56044,,0.55449,0.40212,0.04762,0.38432
12/31/2016,2016,86,Serbia,Central and Eastern Europe,5.177,1.03437,,0.6458,0.15718,0.04339,0.20737
12/31/2016,2016,87,Bosnia and Herzegovina,Central and Eastern Europe,5.163,0.93383,,0.70766,0.09511,0,0.29889
12/31/2016,2016,88,Montenegro,Central and Eastern Europe,5.161,1.07838,,0.63533,0.15111,0.12721,0.17191
12/31/2016,2016,89,Dominican Republic,Latin America and Caribbean,5.155,1.02787,,0.57669,0.52259,0.12372,0.21286
12/31/2016,2016,90,Morocco,Middle East and Northern Africa,5.151,0.84058,,0.59471,0.25646,0.08404,0.04053
12/31/2016,2016,91,Hungary,Central and Eastern Europe,5.145,1.24142,,0.67608,0.1977,0.04472,0.099
12/31/2016,2016,92,Pakistan,Southern Asia,5.132,0.68816,,0.40306,0.14622,0.1388,0.31185
12/31/2016,2016,93,Lebanon,Middle East and Northern Africa,5.129,1.12268,,0.76171,0.26228,0.03061,0.23693
12/31/2016,2016,94,Portugal,Western Europe,5.123,1.27607,,0.79363,0.44727,0.01521,0.11691
12/31/2016,2016,95,Macedonia,Central and Eastern Europe,5.121,1.0193,,0.64738,0.27668,0.07047,0.23507
12/31/2016,2016,96,Vietnam,Southeastern Asia,5.061,0.74037,,0.66157,0.55954,0.11556,0.25075
12/31/2016,2016,97,Somaliland Region,Sub-Saharan Africa,5.057,0.25558,,0.33108,0.3913,0.36794,0.51479
12/31/2016,2016,98,Tunisia,Middle East and Northern Africa,5.045,0.97724,,0.59577,0.23553,0.0817,0.03936
12/31/2016,2016,99,Greece,Western Europe,5.033,1.24886,,0.80029,0.05822,0.04127,0
12/31/2016,2016,100,Tajikistan,Central and Eastern Europe,4.996,0.48835,,0.53119,0.43408,0.13509,0.25998
12/31/2016,2016,101,Mongolia,Eastern Asia,4.907,0.98853,,0.55469,0.35972,0.03285,0.34539
12/31/2016,2016,102,Laos,Southeastern Asia,4.876,0.68042,,0.38291,0.52168,0.22423,0.43079
12/31/2016,2016,103,Nigeria,Sub-Saharan Africa,4.875,0.75216,,0.05108,0.27854,0.0305,0.23219
12/31/2016,2016,104,Honduras,Latin America and Caribbean,4.871,0.69429,,0.58383,0.26755,0.06906,0.2044
12/31/2016,2016,105,Iran,Middle East and Northern Africa,4.813,1.11758,,0.64232,0.22544,0.0557,0.38538
12/31/2016,2016,106,Zambia,Sub-Saharan Africa,4.795,0.61202,,0.23573,0.42662,0.11479,0.17866
12/31/2016,2016,107,Nepal,Southern Asia,4.793,0.44626,,0.50073,0.37012,0.07008,0.3816
12/31/2016,2016,108,Palestinian Territories,Middle East and Northern Africa,4.754,0.67024,,0.56844,0.17744,0.10613,0.11154
12/31/2016,2016,109,Albania,Central and Eastern Europe,4.655,0.9553,,0.73007,0.31866,0.05301,0.1684
12/31/2016,2016,110,Bangladesh,Southern Asia,4.643,0.54177,,0.52989,0.39778,0.12583,0.19132
12/31/2016,2016,111,Sierra Leone,Sub-Saharan Africa,4.635,0.36485,,0,0.30685,0.08196,0.23897
12/31/2016,2016,112,Iraq,Middle East and Northern Africa,4.575,1.07474,,0.51076,0.24856,0.13636,0.19589
12/31/2016,2016,113,Namibia,Sub-Saharan Africa,4.574,0.93287,,0.34745,0.48614,0.10398,0.07795
12/31/2016,2016,114,Cameroon,Sub-Saharan Africa,4.513,0.52497,,0.12698,0.42736,0.06126,0.2268
12/31/2016,2016,115,Ethiopia,Sub-Saharan Africa,4.508,0.29283,,0.34578,0.36703,0.1717,0.29522
12/31/2016,2016,116,South Africa,Sub-Saharan Africa,4.459,1.02416,,0.18611,0.42483,0.08415,0.13656
12/31/2016,2016,117,Sri Lanka,Southern Asia,4.415,0.97318,,0.62007,0.50817,0.07964,0.46978
12/31/2016,2016,118,India,Southern Asia,4.404,0.74036,,0.45091,0.40285,0.08722,0.25028
12/31/2016,2016,119,Myanmar,Southeastern Asia,4.395,0.34112,,0.3988,0.42692,0.20243,0.81971
12/31/2016,2016,120,Egypt,Middle East and Northern Africa,4.362,0.95395,,0.52116,0.18847,0.10393,0.12706
12/31/2016,2016,121,Armenia,Central and Eastern Europe,4.36,0.86086,,0.64083,0.14037,0.03616,0.07793
12/31/2016,2016,122,Kenya,Sub-Saharan Africa,4.356,0.52267,,0.30147,0.40576,0.06686,0.41328
12/31/2016,2016,123,Ukraine,Central and Eastern Europe,4.324,0.87287,,0.58628,0.12859,0.01829,0.20363
12/31/2016,2016,124,Ghana,Sub-Saharan Africa,4.276,0.63107,,0.29681,0.40973,0.0326,0.21203
12/31/2016,2016,125,Congo (Kinshasa),Sub-Saharan Africa,4.272,0.05661,,0.188,0.15602,0.06075,0.25458
12/31/2016,2016,126,Georgia,Central and Eastern Europe,4.252,0.83792,,0.64035,0.32461,0.3188,0.06786
12/31/2016,2016,127,Congo (Brazzaville),Sub-Saharan Africa,4.236,0.77109,,0.28212,0.37938,0.09753,0.12077
12/31/2016,2016,128,Senegal,Sub-Saharan Africa,4.219,0.44314,,0.40457,0.31056,0.11681,0.19103
12/31/2016,2016,129,Bulgaria,Central and Eastern Europe,4.217,1.11306,,0.67806,0.21219,0.00615,0.12793
12/31/2016,2016,130,Mauritania,Sub-Saharan Africa,4.201,0.61391,,0.28639,0.1268,0.17955,0.22686
12/31/2016,2016,131,Zimbabwe,Sub-Saharan Africa,4.193,0.35041,,0.1595,0.25429,0.08582,0.18503
12/31/2016,2016,132,Malawi,Sub-Saharan Africa,4.156,0.08709,,0.29364,0.4143,0.07564,0.30968
12/31/2016,2016,133,Sudan,Sub-Saharan Africa,4.139,0.63069,,0.29759,0,0.10039,0.18077
12/31/2016,2016,134,Gabon,Sub-Saharan Africa,4.121,1.15851,,0.3494,0.28098,0.09314,0.06244
12/31/2016,2016,135,Mali,Sub-Saharan Africa,4.073,0.31292,,0.16347,0.27544,0.13647,0.21064
12/31/2016,2016,136,Haiti,Latin America and Caribbean,4.028,0.34097,,0.27494,0.12072,0.14476,0.47958
12/31/2016,2016,137,Botswana,Sub-Saharan Africa,3.974,1.09426,,0.34752,0.44089,0.10769,0.12425
12/31/2016,2016,138,Comoros,Sub-Saharan Africa,3.956,0.27509,,0.29981,0.15412,0.18437,0.1827
12/31/2016,2016,139,Ivory Coast,Sub-Saharan Africa,3.916,0.55507,,0.04476,0.40663,0.1553,0.20338
12/31/2016,2016,140,Cambodia,Southeastern Asia,3.907,0.55604,,0.42494,0.58852,0.08092,0.40339
12/31/2016,2016,141,Angola,Sub-Saharan Africa,3.866,0.84731,,0.04991,0.00589,0.08434,0.12071
12/31/2016,2016,142,Niger,Sub-Saharan Africa,3.856,0.1327,,0.26162,0.38041,0.17176,0.2097
12/31/2016,2016,143,South Sudan,Sub-Saharan Africa,3.832,0.39394,,0.15781,0.19662,0.13015,0.25899
12/31/2016,2016,144,Chad,Sub-Saharan Africa,3.763,0.42214,,0.03824,0.12807,0.04952,0.18667
12/31/2016,2016,145,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,,0.21297,0.3337,0.12533,0.24353
12/31/2016,2016,145,Uganda,Sub-Saharan Africa,3.739,0.34719,,0.19625,0.43653,0.06442,0.27102
12/31/2016,2016,147,Yemen,Middle East and Northern Africa,3.724,0.57939,,0.31048,0.2287,0.05892,0.09821
12/31/2016,2016,148,Madagascar,Sub-Saharan Africa,3.695,0.27954,,0.37109,0.13684,0.07506,0.2204
12/31/2016,2016,149,Tanzania,Sub-Saharan Africa,3.666,0.47155,,0.357,0.3176,0.05099,0.31472
12/31/2016,2016,150,Liberia,Sub-Saharan Africa,3.622,0.10706,,0.23165,0.25748,0.04852,0.24063
12/31/2016,2016,151,Guinea,Sub-Saharan Africa,3.607,0.22415,,0.18829,0.30953,0.1192,0.29914
12/31/2016,2016,152,Rwanda,Sub-Saharan Africa,3.515,0.32846,,0.31865,0.5432,0.50521,0.23552
12/31/2016,2016,153,Benin,Sub-Saharan Africa,3.484,0.39499,,0.21028,0.39747,0.06681,0.2018
12/31/2016,2016,154,Afghanistan,Southern Asia,3.36,0.38227,,0.17344,0.1643,0.07112,0.31268
12/31/2016,2016,155,Togo,Sub-Saharan Africa,3.303,0.28123,,0.24811,0.34678,0.11587,0.17517
12/31/2016,2016,156,Syria,Middle East and Northern Africa,3.069,0.74719,,0.62994,0.06912,0.17233,0.48397
12/31/2016,2016,157,Burundi,Sub-Saharan Africa,2.905,0.06831,,0.15747,0.0432,0.09419,0.2029
12/31/2015,2015,153,Afghanistan,Southern Asia,3.575,0.31982,,0.30335,0.23414,0.3651,0.09719
12/31/2015,2015,95,Albania,Central and Eastern Europe,4.959,0.87867,,0.81325,0.35733,0.14272,0.06413
12/31/2015,2015,68,Algeria,Middle East and Northern Africa,5.605,0.93929,,0.61766,0.28579,0.07822,0.17383
12/31/2015,2015,137,Angola,Sub-Saharan Africa,4.033,0.75778,,0.16683,0.10384,0.12344,0.07122
12/31/2015,2015,30,Argentina,Latin America and Caribbean,6.574,1.05351,,0.78723,0.44974,0.11451,0.08484
12/31/2015,2015,127,Armenia,Central and Eastern Europe,4.35,0.76821,,0.7299,0.19847,0.07855,0.039
12/31/2015,2015,10,Australia,Australia and New Zealand,7.284,1.33358,,0.93156,0.65124,0.43562,0.35637
12/31/2015,2015,13,Austria,Western Europe,7.2,1.33723,,0.89042,0.62433,0.33088,0.18676
12/31/2015,2015,80,Azerbaijan,Central and Eastern Europe,5.212,1.02389,,0.64045,0.3703,0.07799,0.16065
12/31/2015,2015,49,Bahrain,Middle East and Northern Africa,5.96,1.32376,,0.74716,0.45492,0.17362,0.306
12/31/2015,2015,109,Bangladesh,Southern Asia,4.694,0.39753,,0.60164,0.4082,0.21222,0.12569
12/31/2015,2015,59,Belarus,Central and Eastern Europe,5.813,1.03192,,0.73608,0.37938,0.11046,0.1909
12/31/2015,2015,19,Belgium,Western Europe,6.937,1.30782,,0.89667,0.5845,0.2225,0.2254
12/31/2015,2015,155,Benin,Sub-Saharan Africa,3.34,0.28665,,0.3191,0.4845,0.1826,0.0801
12/31/2015,2015,79,Bhutan,Southern Asia,5.253,0.77042,,0.57407,0.53206,0.47998,0.15445
12/31/2015,2015,51,Bolivia,Latin America and Caribbean,5.89,0.68133,,0.5392,0.57414,0.20536,0.088
12/31/2015,2015,96,Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.83223,,0.79081,0.09245,0.24808,0.00227
12/31/2015,2015,128,Botswana,Sub-Saharan Africa,4.332,0.99355,,0.04776,0.49495,0.10461,0.12474
12/31/2015,2015,16,Brazil,Latin America and Caribbean,6.983,0.98124,,0.69702,0.49049,0.14574,0.17521
12/31/2015,2015,134,Bulgaria,Central and Eastern Europe,4.218,1.01216,,0.76649,0.30587,0.11921,0.00872
12/31/2015,2015,152,Burkina,Sub-Saharan Africa,3.587,0.25812,,0.27125,0.39493,0.21747,0.12832
12/31/2015,2015,157,Burundi,Sub-Saharan Africa,2.905,0.0153,,0.22396,0.1185,0.19727,0.10062
12/31/2015,2015,145,Cambodia,Southeastern Asia,3.819,0.46038,,0.61114,0.66246,0.40359,0.07247
12/31/2015,2015,133,Cameroon,Sub-Saharan Africa,4.252,0.4225,,0.23402,0.49309,0.20618,0.05786
12/31/2015,2015,5,Canada,North America,7.427,1.32629,,0.90563,0.63297,0.45811,0.32957
12/31/2015,2015,148,Central African Republic,Sub-Saharan Africa,3.678,0.0785,,0.06699,0.48879,0.23835,0.08289
12/31/2015,2015,149,Chad,Sub-Saharan Africa,3.667,0.34193,,0.1501,0.23501,0.18386,0.05269
12/31/2015,2015,27,Chile,Latin America and Caribbean,6.67,1.10715,,0.85857,0.44132,0.33363,0.12869
12/31/2015,2015,84,China,Eastern Asia,5.14,0.89012,,0.81658,0.51697,0.08185,0.02781
12/31/2015,2015,33,Colombia,Latin America and Caribbean,6.477,0.91861,,0.69077,0.53466,0.18401,0.0512
12/31/2015,2015,140,Comoros,Sub-Saharan Africa,3.956,0.23906,,0.36315,0.22917,0.17441,0.199
12/31/2015,2015,139,Congo (Brazzaville),Sub-Saharan Africa,3.989,0.67866,,0.31051,0.41466,0.12388,0.11686
12/31/2015,2015,120,Congo (Kinshasa),Sub-Saharan Africa,4.517,0,,0.09806,0.22605,0.24834,0.07625
12/31/2015,2015,12,Costa Rica,Latin America and Caribbean,7.226,0.95578,,0.86027,0.63376,0.25497,0.10583
12/31/2015,2015,62,Croatia,Central and Eastern Europe,5.759,1.08254,,0.78805,0.25883,0.05444,0.0243
12/31/2015,2015,67,Cyprus,Western Europe,5.689,1.20813,,0.92356,0.40672,0.30638,0.06146
12/31/2015,2015,31,Czech Republic,Central and Eastern Europe,6.505,1.17898,,0.84483,0.46364,0.10686,0.02652
12/31/2015,2015,3,Denmark,Western Europe,7.527,1.32548,,0.87464,0.64938,0.34139,0.48357
12/31/2015,2015,126,Djibouti,Sub-Saharan Africa,4.369,0.44025,,0.36291,0.46074,0.18093,0.28105
12/31/2015,2015,98,Dominican Republic,Latin America and Caribbean,4.885,0.89537,,0.66825,0.57672,0.21684,0.14234
12/31/2015,2015,48,Ecuador,Latin America and Caribbean,5.975,0.86402,,0.79075,0.48574,0.11541,0.1809
12/31/2015,2015,135,Egypt,Middle East and Northern Africa,4.194,0.8818,,0.61712,0.17288,0.11291,0.06324
12/31/2015,2015,42,El Salvador,Latin America and Caribbean,6.13,0.76454,,0.67737,0.4035,0.10692,0.11776
12/31/2015,2015,73,Estonia,Central and Eastern Europe,5.429,1.15174,,0.77361,0.44888,0.0868,0.15184
12/31/2015,2015,122,Ethiopia,Sub-Saharan Africa,4.512,0.19073,,0.44055,0.4345,0.24325,0.15048
12/31/2015,2015,6,Finland,Western Europe,7.406,1.29025,,0.88911,0.64169,0.23351,0.41372
12/31/2015,2015,29,France,Western Europe,6.575,1.27778,,0.94579,0.55011,0.12332,0.20646
12/31/2015,2015,143,Gabon,Sub-Saharan Africa,3.896,1.06024,,0.43372,0.31914,0.06822,0.11091
12/31/2015,2015,130,Georgia,Central and Eastern Europe,4.297,0.7419,,0.72926,0.40577,0.05547,0.38331
12/31/2015,2015,26,Germany,Western Europe,6.75,1.32792,,0.89186,0.61477,0.28214,0.21843
12/31/2015,2015,114,Ghana,Sub-Saharan Africa,4.633,0.54558,,0.40132,0.42342,0.23087,0.04355
12/31/2015,2015,102,Greece,Western Europe,4.857,1.15406,,0.88213,0.07699,0,0.01397
12/31/2015,2015,43,Guatemala,Latin America and Caribbean,6.123,0.74553,,0.64425,0.57733,0.27489,0.09472
12/31/2015,2015,150,Guinea,Sub-Saharan Africa,3.656,0.17417,,0.24009,0.37725,0.28657,0.12139
12/31/2015,2015,119,Haiti,Latin America and Caribbean,4.518,0.26673,,0.38847,0.24425,0.46187,0.17175
12/31/2015,2015,105,Honduras,Latin America and Caribbean,4.788,0.59532,,0.6951,0.40148,0.23027,0.06825
12/31/2015,2015,72,Hong Kong,Eastern Asia,5.474,1.38604,,1.01328,0.59608,0.39478,0.37124
12/31/2015,2015,104,Hungary,Central and Eastern Europe,4.8,1.12094,,0.75905,0.32112,0.128,0.02758
12/31/2015,2015,2,Iceland,Western Europe,7.561,1.30232,,0.94784,0.62877,0.4363,0.14145
12/31/2015,2015,117,India,Southern Asia,4.565,0.64499,,0.51529,0.39786,0.26475,0.08492
12/31/2015,2015,74,Indonesia,Southeastern Asia,5.399,0.82827,,0.63793,0.46611,0.51535,0
12/31/2015,2015,110,Iran,Middle East and Northern Africa,4.686,1.0088,,0.69805,0.30033,0.38086,0.05863
12/31/2015,2015,112,Iraq,Middle East and Northern Africa,4.677,0.98549,,0.60237,0,0.17922,0.13788
12/31/2015,2015,18,Ireland,Western Europe,6.94,1.33596,,0.89533,0.61777,0.45901,0.28703
12/31/2015,2015,11,Israel,Middle East and Northern Africa,7.278,1.22857,,0.91387,0.41319,0.33172,0.07785
12/31/2015,2015,50,Italy,Western Europe,5.948,1.25114,,0.95446,0.26236,0.22823,0.02901
12/31/2015,2015,151,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,,0.15185,0.46866,0.20165,0.17922
12/31/2015,2015,65,Jamaica,Latin America and Caribbean,5.709,0.81038,,0.68741,0.50442,0.2123,0.02299
12/31/2015,2015,46,Japan,Eastern Asia,5.987,1.27074,,0.99111,0.49615,0.10705,0.1806
12/31/2015,2015,82,Jordan,Middle East and Northern Africa,5.192,0.90198,,0.69639,0.40661,0.11053,0.14293
12/31/2015,2015,54,Kazakhstan,Central and Eastern Europe,5.855,1.12254,,0.64368,0.51649,0.11827,0.08454
12/31/2015,2015,125,Kenya,Sub-Saharan Africa,4.419,0.36471,,0.41435,0.42215,0.37542,0.05839
12/31/2015,2015,69,Kosovo,Central and Eastern Europe,5.589,0.80148,,0.63132,0.24749,0.2831,0.04741
12/31/2015,2015,39,Kuwait,Middle East and Northern Africa,6.295,1.55422,,0.72492,0.55499,0.16228,0.25609
12/31/2015,2015,77,Kyrgyzstan,Central and Eastern Europe,5.286,0.47428,,0.65088,0.43477,0.3003,0.04232
12/31/2015,2015,99,Laos,Southeastern Asia,4.876,0.59066,,0.54909,0.59591,0.42192,0.24249
12/31/2015,2015,89,Latvia,Central and Eastern Europe,5.098,1.11312,,0.72437,0.29671,0.18226,0.06332
12/31/2015,2015,103,Lebanon,Middle East and Northern Africa,4.839,1.02564,,0.83947,0.33916,0.21854,0.04582
12/31/2015,2015,97,Lesotho,Sub-Saharan Africa,4.898,0.37545,,0.07612,0.31767,0.16388,0.12504
12/31/2015,2015,116,Liberia,Sub-Saharan Africa,4.571,0.0712,,0.34201,0.28531,0.24362,0.06232
12/31/2015,2015,63,Libya,Middle East and Northern Africa,5.754,1.13145,,0.7038,0.41668,0.18295,0.11023
12/31/2015,2015,56,Lithuania,Central and Eastern Europe,5.833,1.14723,,0.73128,0.21342,0.02641,0.01031
12/31/2015,2015,17,Luxembourg,Western Europe,6.946,1.56391,,0.91894,0.61583,0.28034,0.37798
12/31/2015,2015,93,Macedonia,Central and Eastern Europe,5.007,0.91851,,0.73545,0.33457,0.22359,0.05327
12/31/2015,2015,147,Madagascar,Sub-Saharan Africa,3.681,0.20824,,0.46721,0.19184,0.21333,0.08124
12/31/2015,2015,131,Malawi,Sub-Saharan Africa,4.292,0.01604,,0.22562,0.43054,0.33128,0.06977
12/31/2015,2015,61,Malaysia,Southeastern Asia,5.77,1.12486,,0.72394,0.53024,0.33075,0.10501
12/31/2015,2015,138,Mali,Sub-Saharan Africa,3.995,0.26074,,0.20583,0.38857,0.18798,0.12352
12/31/2015,2015,37,Malta,Western Europe,6.302,1.2074,,0.88721,0.60365,0.51752,0.13586
12/31/2015,2015,124,Mauritania,Sub-Saharan Africa,4.436,0.45407,,0.35874,0.24232,0.219,0.17461
12/31/2015,2015,71,Mauritius,Sub-Saharan Africa,5.477,1.00761,,0.7095,0.56066,0.37744,0.07521
12/31/2015,2015,14,Mexico,Latin America and Caribbean,7.187,1.02054,,0.81444,0.48181,0.14074,0.21312
12/31/2015,2015,52,Moldova,Central and Eastern Europe,5.889,0.59448,,0.61826,0.32818,0.20951,0.01615
12/31/2015,2015,100,Mongolia,Eastern Asia,4.874,0.82819,,0.60268,0.43626,0.3323,0.02666
12/31/2015,2015,82,Montenegro,Central and Eastern Europe,5.192,0.97438,,0.72521,0.1826,0.1614,0.14296
12/31/2015,2015,92,Morocco,Middle East and Northern Africa,5.013,0.73479,,0.60954,0.41691,0.07172,0.08546
12/31/2015,2015,94,Mozambique,Sub-Saharan Africa,4.971,0.08308,,0.09131,0.34037,0.22269,0.15603
12/31/2015,2015,129,Myanmar,Southeastern Asia,4.307,0.27108,,0.48246,0.44017,0.79588,0.19034
12/31/2015,2015,121,Nepal,Southern Asia,4.514,0.35997,,0.56874,0.38282,0.32296,0.05907
12/31/2015,2015,7,Netherlands,Western Europe,7.378,1.32944,,0.89284,0.61576,0.4761,0.31814
12/31/2015,2015,9,New Zealand,Australia and New Zealand,7.286,1.25018,,0.90837,0.63938,0.47501,0.42922
12/31/2015,2015,57,Nicaragua,Latin America and Caribbean,5.828,0.59325,,0.74314,0.55475,0.27815,0.19317
12/31/2015,2015,144,Niger,Sub-Saharan Africa,3.845,0.0694,,0.29707,0.47692,0.19387,0.15639
12/31/2015,2015,78,Nigeria,Sub-Saharan Africa,5.268,0.65435,,0.16007,0.34334,0.27233,0.0403
12/31/2015,2015,66,North Cyprus,Western Europe,5.695,1.20806,,0.92356,0.49027,0.26169,0.1428
12/31/2015,2015,4,Norway,Western Europe,7.522,1.459,,0.88521,0.66973,0.34699,0.36503
12/31/2015,2015,22,Oman,Middle East and Northern Africa,6.853,1.36011,,0.76276,0.63274,0.21542,0.32524
12/31/2015,2015,81,Pakistan,Southern Asia,5.194,0.59543,,0.51466,0.12102,0.33671,0.10464
12/31/2015,2015,108,Palestinian Territories,Middle East and Northern Africa,4.715,0.59867,,0.66015,0.24499,0.11251,0.12905
